250 0.8
245 0.8
240 0.8
235 0.866666666666667
230 0.733333333333333
225 0.8
220 0.933333333333333
215 0.8
210 0.866666666666667
205 0.8
200 0.533333333333333
195 0.733333333333333
190 0.666666666666667
185 0.666666666666667
180 0.733333333333333
175 0.6
170 0.666666666666667
165 0.6
160 0.6
155 0.466666666666667
150 0.466666666666667
145 0.6
140 0.733333333333333
135 0.666666666666667
130 0.533333333333333
125 0.4
120 0.4
115 0.533333333333333
110 0.4
105 0.266666666666667
100 0.4
95 0.466666666666667
90 0.4
85 0.266666666666667
80 0.266666666666667
75 0.133333333333333
70 0.133333333333333
65 0.0666666666666667
60 0.0666666666666667
55 0
50 0
45 0
40 0
35 0
30 0
25 0
20 0
15 0
10 0
5 0
