250 0.133333333333333
245 0.0666666666666667
240 0.2
235 0.133333333333333
230 0.0666666666666667
225 0.0666666666666667
220 0
215 0
210 0
205 0
200 0.0666666666666667
195 0
190 0
185 0
180 0.0666666666666667
175 0
170 0.0666666666666667
165 0
160 0.0666666666666667
155 0
150 0
145 0
140 0.0666666666666667
135 0.0666666666666667
130 0
125 0
120 0
115 0
110 0
105 0
100 0.0666666666666667
95 0
90 0.0666666666666667
85 0
80 0
75 0
70 0.0666666666666667
65 0
60 0
55 0
50 0
45 0
40 0
35 0
30 0
25 0
20 0
15 0
10 0
5 0
