250 1
246 1
242 1
238 1
234 1
230 1
226 1
222 1
218 1
214 1
210 1
206 1
202 1
198 1
194 1
190 1
186 1
182 1
178 1
174 1
170 1
166 1
162 1
158 1
154 1
150 1
146 1
142 1
138 1
134 1
130 1
126 1
122 1
118 1
114 1
110 1
106 1
102 1
98 1
94 1
90 1
86 1
82 1
78 1
74 1
70 1
66 1
62 1
58 0.866666666666667
54 0.866666666666667
50 0.733333333333333
46 0.733333333333333
42 0.666666666666667
38 0.6
34 0.533333333333333
30 0.333333333333333
26 0.2
22 0.2
18 0.133333333333333
14 0.133333333333333
10 0
6 0
2 0
